Carpet Area,BHK,House Type,Furnishing,Address,Price
625 sqft,1,House,Unfurnished,"Rudraksh County, Ajwa Road Vadodara","₹
41.5 Lac"
480 sqft,2,House,Unfurnished,Gorwa Road Vadodara,"₹
60 Lac"
900 sqft,2,Apartment,Unfurnished,"Samsara Luxury Apartment, Chhani Jakat Naka Vadodara","₹
54 Lac"
980 sqft,2,Apartment,Semi-Furnished,"Shangri la Luxury Apartments, Gorwa Vadodara","₹
69.6 Lac"
900 sqft,2,Apartment,Furnished,New Sama Road Chanakyapuri Society Vadodara,"₹
50 Lac"
800 sqft,2,Apartment,Semi-Furnished,"Earth Icon 2, New VIP Road Baikunth Vadodara","₹
35 Lac"
510 sqft,4,Villa,Unfurnished,Vadodara,"₹
75 Lac"
700 sqft,2,Apartment,Furnished,"Kanha Gold, Kendranagar Vadodara","₹
25 Lac"
350 sqft,1,Apartment,Semi-Furnished,Salatwada Vadodara,"₹
18 Lac"
980 sqft,5,House,Semi-Furnished,Nani Bapod Vadodara,"₹
95 Lac"
1610 sqft,2,House,Unfurnished,New Sama Vadodara,"₹
1.15 Cr"
800 sqft,2,Apartment,Unfurnished,"Kraft Solitaire, New Kareli Baug Vadodara","₹
32 Lac"
2600 sqft,3,Villa,Furnished,Nimeta Vadodara,"₹
1.20 Cr"
800 sqft,2,Apartment,Semi-Furnished,"Eshanya Florenza, Eshanya Vadodara","₹
28 Lac"
750 sqft,2,Apartment,Furnished,"Magnum Plaza, Sun Pharma Road Vadodara","₹
30 Lac"
950 sqft,3,Apartment,Furnished,"Palacial Flat , Gotri Road Gotri Vadodara","₹
50 Lac"
1400 sqft,3,N/A,Unfurnished,"Fortune Greenfields 3, Vasna Bhayli Main Road Vadodara","₹
64 Lac"
800 sqft,2,Apartment,Unfurnished,opposite New High Court Building Vadodara,"₹
34 Lac"
1857 sqft,3,Apartment,Semi-Furnished,"Narayan Highlife Apartment, Waghodia Road Vadodara","₹
52 Lac"
250 sqft,1,House,Furnished,Nava Bazar Vadodara,"₹
22 Lac"
650 sqft,1,House,Semi-Furnished,Chokhandi Vadodara,"₹
19.5 Lac"
1028 sqft,3,Apartment,Unfurnished,"Glade Centrum and Aroma, New VIP Road Baikunth Vadodara","₹
67 Lac"
1217 sqft,2,Apartment,Furnished,"Darshanam Central Park, Sayajigunj Vadodara","₹
51 Lac"
719 sqft,2,Apartment,Unfurnished,"Akshar Pride, Atladra Vadodara","₹
27 Lac"
1500 sqft,3,N/A,Semi-Furnished,"Labh Residency, Atladra Vadodara","₹
36 Lac"
1800 sqft,3,Apartment,Furnished,Vasna Road Vadodara,"₹
1.20 Cr"
2120 sqft,3,Villa,Furnished,"Swagat Duplex, Padra Road Vadodara","₹
1.65 Cr"
1250 sqft,3,Apartment,Semi-Furnished,"Vedas, New Alkapuri Vadodara","₹
55 Lac"
1100 sqft,3,Apartment,Furnished,"Safalya Bliss, Kalali Vadodara","₹
45 Lac"
740 sqft,2,Apartment,Semi-Furnished,"Pancham Elite, Khodiyar Nagar Vadodara","₹
38 Lac"
1900 sqft,3,Apartment,Unfurnished,Jetalpur Vadodara,"₹
99 Lac"
1080 sqft,3,Apartment,Furnished,"Rudraksh Reveria, Sayajipura Vadodara","₹
55 Lac"
880 sqft,3,Apartment,Semi-Furnished,BPC Road Vadodara,"₹
56.5 Lac"
1350 sqft,2,House,Semi-Furnished,akhanksha duplex laxmipura Vadodara,"₹
1 Cr"
1000 sqft,3,Apartment,Furnished,"Narayan Essenza, Vasna Bhayli Main Road Vadodara","₹
50.5 Lac"
1000 sqft,2,Apartment,Furnished,nalanda complex Vadodara,"₹
26 Lac"
765 sqft,2,Apartment,Unfurnished,Siddeshwar Hill Square Villa Vadodara,"₹
26 Lac"
1840 sqft,3,Apartment,Furnished,"Velani Heights, Atladra Vadodara","₹
48 Lac"
1064 sqft,2,Apartment,Furnished,"Uma Reality Silver Sky, Harni Vadodara","₹
53 Lac"
1385 sqft,3,Apartment,Semi-Furnished,"Fortune Glory, Kalali Vadodara","₹
48 Lac"
570 sqft,1,House,Semi-Furnished,Dabhoi Road Vadodara,"₹
28 Lac"
840 sqft,3,House,Semi-Furnished,Aadinath Duplex Vadodara,"₹
85 Lac"
3200 sqft,3,Apartment,N/A,"Vicenza Exotica, Sevasi Vadodara","₹
1.25 Cr"
450 sqft,1,Apartment,Semi-Furnished,"Akshar Height, Padra Vadodara","₹
13.5 Lac"
1300 sqft,3,N/A,Unfurnished,Sama Savli Road Vadodara,"₹
63 Lac"
630 sqft,2,Apartment,Furnished,"Aatmiya Aatmiya Signature, Bhayli Vadodara","₹
65 Lac"
5400 sqft,9,House,Furnished,Vasna Road Vadodara,"₹
2.25 Cr"
1080 sqft,3,Apartment,Unfurnished,"Divya Jivan Lifestyle, Kalali Vadodara","₹
38 Lac"
2600 sqft,3,Villa,Furnished,Sevasi Vadodara,"₹
2.50 Cr"
750 sqft,1,Apartment,Unfurnished,"Natraj Township, Sayajigunj Vadodara","₹
14 Lac"
1800 sqft,2,N/A,Furnished,Sun Pharma Road Vadodara,"₹
45 Lac"
103 sqm,3,House,Furnished,Pratham Avenue Vadodara,"₹
1.05 Cr"
900 sqft,2,House,Semi-Furnished,Ayodhya Township Vadodara,"₹
60 Lac"
918 sqft,3,Apartment,Unfurnished,"Shilpan Bliss, Vasna Bhayli Main Road Vadodara","₹
65 Lac"
3300 sqft,5,House,Furnished,"Mahendra Gangotri Exotica, Laxmipura Vadodara","₹
2.50 Cr"
2800 sqft,4,Villa,Unfurnished,Harni Vadodara,"₹
1.25 Cr"
725 sqft,4,Villa,Unfurnished,shreenathji aangan vaghodia road Vadodara,"₹
52 Lac"
2400 sqft,3,N/A,Furnished,Vemali Vadodara,"₹
67 Lac"
1100 sqft,3,Villa,Unfurnished,Chhani Vadodara,"₹
60 Lac"
3500 sqft,6,House,Semi-Furnished,gipcl Vadodara,"₹
90 Lac"
980 sqft,3,House,Semi-Furnished,"BARSANA GREEN DUPLEX, Ajwa Road Vadodara","₹
54.9 Lac"
1800 sqft,4,House,Unfurnished,7 ankur society behind poonm complex outside panigate Vadodara,"₹
95 Lac"
602 sqft,1,Apartment,Unfurnished,"Kalp Dev Residency, Undera Vadodara","₹
17.5 Lac"
1200 sqft,2,Apartment,Unfurnished,"Shree Rang Raj Residency, Madhavpura Vadodara","₹
35 Lac"
812 sqft,2,Apartment,Semi-Furnished,"Kalp Desire, Gotri Vadodara","₹
40 Lac"
500 sqft,2,Apartment,Semi-Furnished,Undera Vadodara,"₹
24 Lac"
996 sqft,3,Apartment,Unfurnished,"Courtyard 126, Sevasi Vadodara","₹
45 Lac"
3475 sqft,4,Apartment,Unfurnished,"Shaligram West, Bhayli Vadodara","₹
2.52 Cr"
2000 sqft,4,House,Furnished,New Kareli Baug Vadodara,"₹
75 Lac"
1050 sqft,2,Apartment,Unfurnished,"Akshar Aarya, Bhayli Vadodara","₹
25 Lac"
1000 sqft,3,Apartment,Unfurnished,"Oasis Avenue, Tandalja Vadodara","₹
75 Lac"
1750 sqft,2,N/A,Furnished,Manjalpur Vadodara,"₹
1.25 Cr"
764 sqft,3,Apartment,Furnished,Bhayli Vadodara,"₹
42 Lac"
798 sqft,2,Apartment,Semi-Furnished,"Om Residency, Dabhoi Road Vadodara","₹
30 Lac"
1300 sqft,3,N/A,Semi-Furnished,Waghodia Road Vadodara,"₹
40 Lac"
1255 sqft,3,Apartment,Unfurnished,Old Padra Road Vadodara,"₹
79.3 Lac"
2250 sqft,4,Apartment,Unfurnished,"Darshanam Splendora, Vasna Bhayli Main Road Vadodara","₹
1.70 Cr"
1530 sqft,3,Apartment,Unfurnished,Bhayli Vadodara,"₹
68 Lac"
700 sqft,2,Apartment,Semi-Furnished,"Akshar Paradise, Atladra Vadodara","₹
26 Lac"
1100 sqft,3,Apartment,Unfurnished,Atladra Vadodara,"₹
23 Lac"
1285 sqft,3,Villa,Furnished,Vasna Bhayli Main Road Vadodara,"₹
95 Lac"
1350 sqft,3,Apartment,Unfurnished,Vadodara,"₹
75 Lac"
1800 sqft,3,Apartment,Semi-Furnished,"Sharnam Signature, Diwalipura Vadodara","₹
1.30 Cr"
1100 sqft,2,N/A,Unfurnished,Chhani Vadodara,"₹
27 Lac"
1200 sqft,2,Apartment,Semi-Furnished,Atladra Vadodara,"₹
40 Lac"
1595 sqft,3,Apartment,Furnished,"Lilleria Richmond, Manjalpur Vadodara","₹
79 Lac"
1200 sqft,3,Villa,Semi-Furnished,"Brookfieldz Devbhumi Residency, Manjalpur Vadodara","₹
1.05 Cr"
750 sqft,1,Apartment,Semi-Furnished,Welcome Apartment Vadodara,"₹
20 Lac"
800 sqft,2,Apartment,Semi-Furnished,VIP Road Vadodara,"₹
39 Lac"
2200 sqft,4,House,Unfurnished,Subhanpura Vadodara,"₹
1.05 Cr"
1500 sqft,3,Apartment,Semi-Furnished,"The Imperia, Gotri Vadodara","₹
55 Lac"
1800 sqft,10,House,Furnished,Gorwa Vadodara,"₹
70 Lac"
3500 sqft,4,N/A,Furnished,Diwalipura Vadodara,"₹
1.50 Cr"
700 sqft,2,Apartment,Furnished,Sama Savli Road Vadodara,"₹
50 Lac"
756 sqft,3,House,Furnished,shiv bunglow bil Vadodara,"₹
68 Lac"
938 sqft,2,Apartment,Semi-Furnished,Vishwamitri Vadodara,"₹
35 Lac"
92 sqm,2,Apartment,Semi-Furnished,206 Vadodara,"₹
18 Lac"
1600 sqft,3,Apartment,Furnished,Waghodia Road Vadodara,"₹
45 Lac"
445 sqft,1,Apartment,Unfurnished,New Sama Road Vadodara,"₹
15 Lac"
665 sqft,2,N/A,Furnished,Laxmipura Vadodara,"₹
31 Lac"
750 sqft,2,Apartment,Semi-Furnished,Vadsar Vadodara,"₹
25 Lac"
1100 sqft,2,Apartment,Unfurnished,"vishranti enclave,Manjalpur, Vadodara Vadodara","₹
32 Lac"
670 sqft,2,Apartment,Semi-Furnished,Soma Talav Vadodara,"₹
27 Lac"
450 sqft,1,N/A,Unfurnished,Navapura Vadodara,"₹
6.5 Lac"
1200 sqft,3,N/A,Semi-Furnished,Tarsali Vadodara,"₹
80 Lac"
1245 sqft,2,House,Furnished,Dhabhoi road Vadodara,"₹
75 Lac"
675 sqft,1,N/A,Furnished,Manjalpur Vadodara,"₹
14 Lac"
1170 sqft,2,Apartment,Semi-Furnished,Atladra Vadodara,"₹
28 Lac"
3450 sqft,4,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
1.62 Cr"
1200 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
40 Lac"
1300 sqft,3,House,Furnished,Waghodia Road Vadodara,"₹
80 Lac"
1425 sqft,3,Villa,N/A,Ratanpur Vadodara,"₹
50 Lac"
675 sqft,1,House,Semi-Furnished,Bill Vadodara,"₹
32 Lac"
586 sqft,1,House,Unfurnished,Koyali Vadodara,"₹
30 Lac"
550 sqft,1,Apartment,Semi-Furnished,Chowkhandi Vadodara,"₹
14 Lac"
1330 sqft,4,House,Unfurnished,Vadodara,"₹
92 Lac"
800 sqft,1,House,Semi-Furnished,Subhanpura Vadodara,"₹
44.8 Lac"
410 sqft,1,Apartment,Semi-Furnished,Mandvi Vadodara,"₹
14.5 Lac"
1100 sqft,2,Apartment,Semi-Furnished,Gotri Vadodara,"₹
29 Lac"
70 sqyrd,2,Apartment,Semi-Furnished,Makar Pura Vadodara,"₹
25 Lac"
2120 sqft,3,Villa,Furnished,Old Padra Road Vadodara,"₹
1.65 Cr"
N/A,3,House,Unfurnished,"Pushpak Greens, Gorwa Road Vadodara","₹
90 Lac"
700 sqft,3,Apartment,Furnished,Sardar Patel Heights Vadodara,"₹
40 Lac"
980 sqft,3,House,Semi-Furnished,"BARSANA GREEN DUPLEX, Ajwa Road Vadodara","₹
54.9 Lac"
650 sqft,2,Apartment,Semi-Furnished,"Nyalkaran Shree Siddheshwar Honest, Sayajipura Vadodara","₹
24 Lac"
1500 sqft,3,Apartment,Semi-Furnished,Sama Vadodara,"₹
55 Lac"
560 sqft,1,House,Furnished,Koyali Vadodara,"₹
26 Lac"
1200 sqft,3,House,Unfurnished,Ajwa Road Vadodara,"₹
65 Lac"
900 sqft,2,N/A,Unfurnished,Atladra Vadodara,"₹
18 Lac"
1104 sqft,3,Apartment,Unfurnished,"Tia Courtyard Towers, New Alkapuri Vadodara","₹
85 Lac"
89 sqm,3,Apartment,Furnished,Manjalpur Vadodara,"₹
65 Lac"
700 sqft,1,Apartment,Furnished,Subhanpura Vadodara,"₹
18 Lac"
1100 sqft,3,Apartment,Furnished,"Sharnam Residency, Kishanwadi Vadodara","₹
75 Lac"
720 sqft,2,Apartment,Unfurnished,Atladra Vadodara,"₹
28 Lac"
680 sqft,2,Apartment,Unfurnished,"Krishna Residency, Laxmipura Road Vadodara","₹
30 Lac"
2200 sqft,4,Apartment,Semi-Furnished,New Sama Vadodara,"₹
80 Lac"
1200 sqft,3,N/A,Semi-Furnished,Harni Road Vadodara,"₹
45 Lac"
898 sqft,2,Apartment,Furnished,Bhadran Nagar Vadodara,"₹
27 Lac"
950 sqft,3,Apartment,Unfurnished,"Sukhdham Residency, Waghodia Road Vadodara","₹
39 Lac"
1000 sqft,2,House,Unfurnished,Manjalpur Vadodara,"₹
1.50 Cr"
2000 sqft,2,House,Unfurnished,Karelibaug Vadodara,"₹
1.90 Cr"
1000 sqft,2,Apartment,Unfurnished,Sevasi Vadodara,"₹
31 Lac"
1420 sqft,3,N/A,Unfurnished,Diwalipura Vadodara,"₹
85 Lac"
659 sqft,1,Apartment,Semi-Furnished,"Rudraksh Bliss, Waghodia Road Vadodara","₹
19 Lac"
1450 sqft,3,Apartment,Unfurnished,"Shree Siddheshwar Heliconia, Dabhoi Road Vadodara","₹
54 Lac"
5860 sqft,5,N/A,Unfurnished,"The Emperor, Vasna Bhayli Main Road Vadodara","₹
3.21 Cr"
1257 sqft,3,Apartment,Unfurnished,"Ultima Lifestyle, Waghodia Road Vadodara","₹
69 Lac"
900 sqft,2,Apartment,Unfurnished,"Dream Garden, Nehru Chacha Nagar Vadodara","₹
23 Lac"
1250 sqft,4,Villa,Furnished,Tarsali Vadodara,"₹
1.50 Cr"
2432 sqft,4,House,Furnished,Harni Road Vadodara,"₹
1.81 Cr"
716 sqft,2,Apartment,Semi-Furnished,Atladra Vadodara,"₹
23 Lac"
1500 sqft,3,Apartment,Unfurnished,K P Residency Vadodara,"₹
55 Lac"
1200 sqft,2,House,Unfurnished,Makar Pura Vadodara,"₹
40 Lac"
1250 sqft,3,Apartment,Semi-Furnished,shree siddheshwar heights Vadodara,"₹
35 Lac"
1100 sqft,3,Villa,Furnished,"Earth Acroplois Villa, Vasna Road Vadodara","₹
69 Lac"
927 sqft,3,N/A,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
35 Lac"
1800 sqft,4,House,Unfurnished,"Pratham Riviera, Atladra Vadodara","₹
1 Cr"
1200 sqft,2,Apartment,Furnished,"Kanha City, Ajwa Road Vadodara","₹
35 Lac"
1310 sqft,4,Villa,Unfurnished,"Shivaay Exotica, Harni Vadodara","₹
1.31 Cr"
425 sqft,2,House,Semi-Furnished,SHAKERA PARK Tandalja Vadodara,"₹
46 Lac"
1400 sqft,3,Apartment,Furnished,"Synnove Palladium, Vasna Bhayli Main Road Vadodara","₹
94 Lac"
1070 sqft,1,House,Furnished,Mahalaxmi tenament Vadodara,"₹
45 Lac"
550 sqft,1,Apartment,Semi-Furnished,"Shivalik 2, TP 13 Vadodara","₹
22 Lac"
618 sqft,2,Apartment,Unfurnished,"Nisarg Avenue, Kalali Vadodara","₹
23 Lac"
800 sqft,2,Apartment,Unfurnished,Atladra Vadodara,"₹
28 Lac"
1780 sqft,5,Villa,Unfurnished,New Sama Vadodara,"₹
1.95 Cr"
950 sqft,3,Apartment,Furnished,Sandalwood Vadodara,"₹
60 Lac"
1749 sqft,4,N/A,Unfurnished,Pramukh Swami nagar Vadodara,"₹
99 Lac"
1000 sqft,5,Villa,Furnished,Tandalja Vadodara,"₹
1.50 Cr"
2200 sqft,3,N/A,Unfurnished,Old Padra Road Vadodara,"₹
75 Lac"
1100 sqft,3,Apartment,Semi-Furnished,Waghodia Vadodara,"₹
39 Lac"
590 sqft,2,Apartment,Semi-Furnished,"Shree Siddheshwar Highwing, New Kareli Baug Vadodara","₹
20.5 Lac"
2000 sqft,3,Villa,Unfurnished,"Akshar City, Dabhoi Road Vadodara","₹
1 Cr"
850 sqft,2,Apartment,Furnished,"Shreenath Puram, Nizampura Vadodara","₹
45 Lac"
2000 sqft,3,House,Semi-Furnished,Tarsali Vadodara,"₹
68 Lac"
1000 sqft,3,Apartment,Unfurnished,"Akshar Yogi Residency, Atladra Vadodara","₹
55 Lac"
1530 sqft,3,Apartment,Furnished,"Northway Millennium, Bhayli Vadodara","₹
60 Lac"
775 sqft,3,Apartment,Furnished,Vasna Bhayli Main Road Vadodara,"₹
80 Lac"
2300 sqft,4,Apartment,Unfurnished,Vadodara,"₹
1.50 Cr"
1180 sqft,3,N/A,Furnished,Gotri Sevasi Road Vadodara,"₹
50 Lac"
3200 sqft,3,Apartment,Semi-Furnished,"Avalons Greenwoods, Sevasi Vadodara","₹
2.11 Cr"
1950 sqft,5,Villa,Unfurnished,Koyali Vadodara,"₹
95 Lac"
1600 sqft,4,Villa,Furnished,"Myrah 36, Bill Vadodara","₹
90 Lac"
600 sqft,2,Apartment,Unfurnished,shreenathji swaraj Vadodara,"₹
28 Lac"
1150 sqft,2,Apartment,Unfurnished,"Yogiraj Upvan, Dashrath Vadodara","₹
25 Lac"
1100 sqft,3,N/A,Semi-Furnished,"Fortune Greens, Bhayli Vadodara","₹
47.5 Lac"
1955 sqft,4,Villa,Unfurnished,"Shreenathji Varnan, Waghodia Road Vadodara","₹
1.25 Cr"
1250 sqft,4,House,Furnished,Warasiya Vadodara,"₹
1.50 Cr"
1050 sqft,2,Apartment,Furnished,"Asopalav Club Apartments, Kalali Vadodara","₹
35 Lac"
2110 sqft,3,N/A,Furnished,"Ananta Samruddhi, Sayajipura Vadodara","₹
60 Lac"
2350 sqft,4,House,N/A,"Samanvay Westfields Villa, Bhayli Vadodara","₹
1.98 Cr"
700 sqft,2,Apartment,Semi-Furnished,Manjalpur Vadodara,"₹
45 Lac"
1000 sqft,2,Apartment,Unfurnished,Tarsali Vadodara,"₹
21 Lac"
1550 sqft,3,Apartment,Unfurnished,"Kanha City, Ajwa Road Vadodara","₹
42 Lac"
1200 sqft,2,Apartment,Furnished,"Shubham Vista, Vasna Bhayli Main Road Vadodara","₹
37 Lac"
1800 sqft,4,N/A,Unfurnished,Bill Vadodara,"₹
48 Lac"
2279 sqft,3,N/A,Semi-Furnished,"Kishan Galaxy, Bhayli Vadodara","₹
80 Lac"
1100 sqft,3,Apartment,Semi-Furnished,"Shravan Green, Karelibaug Vadodara","₹
49.5 Lac"
660 sqft,3,Villa,Unfurnished,"Earth Acropolis, Vasna Road Vadodara","₹
60 Lac"
1200 sqft,3,House,Furnished,Mujmahuda Vadodara,"₹
2 Cr"
1199 sqft,3,Apartment,Unfurnished,"ISCON Harmony, Sevasi Vadodara","₹
63 Lac"
1150 sqft,3,Apartment,Unfurnished,"Rajeshwar Galaxy, Harni Vadodara","₹
55 Lac"
475 sqft,1,Apartment,Semi-Furnished,Samta Vadodara,"₹
9.5 Lac"
1400 sqft,3,Villa,Semi-Furnished,Waghodia Road Vadodara,"₹
55 Lac"
867 sqft,4,Villa,Semi-Furnished,Waghodia Road Vadodara,"₹
70 Lac"
1730 sqft,3,Apartment,Semi-Furnished,"Narayan Aura, Atladra Vadodara","₹
47.4 Lac"
2700 sqft,4,House,Semi-Furnished,"Matrix Homes, Kalali Vadodara","₹
1.99 Cr"
1260 sqft,3,Apartment,Semi-Furnished,ROSEWOOD RESIDENCY Vadodara,"₹
58 Lac"
500 sqft,1,N/A,Furnished,Subhanpura Vadodara,"₹
15 Lac"
500 sqft,2,Apartment,Unfurnished,Vadsar Vadodara,"₹
27 Lac"
1320 sqft,3,Villa,Semi-Furnished,Aasim bunglows Vadodara,"₹
1.61 Cr"
1015 sqft,3,House,Furnished,"Earth Acroplois Villa, Bhayli Vadodara","₹
80 Lac"
1200 sqft,3,Apartment,Semi-Furnished,Pratapgunj Vadodara,"₹
65 Lac"
750 sqft,2,Apartment,Furnished,"Keshav Green, Manjalpur Vadodara","₹
43 Lac"
1000 sqft,3,Apartment,Furnished,New Alkapuri Vadodara,"₹
50 Lac"
650 sqft,1,House,Semi-Furnished,Gorwa Vadodara,"₹
32 Lac"
1350 sqft,3,N/A,Semi-Furnished,"Aditya Heights, Kendranagar Vadodara","₹
45 Lac"
900 sqft,2,Apartment,Unfurnished,Gotri Road Gotri Vadodara,"₹
32 Lac"
990 sqft,2,Apartment,Unfurnished,Bhayli Vadodara,"₹
30 Lac"
1850 sqft,3,Apartment,Furnished,"Springs Retreat, Vasna Bhayli Main Road Vadodara","₹
90 Lac"
1477 sqft,5,Villa,Semi-Furnished,Bahar Colony Vadodara,"₹
2.50 Cr"
2550 sqft,5,Villa,Unfurnished,Bhayli Vadodara,"₹
3.50 Cr"
930 sqft,2,Apartment,Semi-Furnished,Gotri Vadodara,"₹
26 Lac"
1965 sqft,3,House,Unfurnished,Ajwa Road Vadodara,"₹
72 Lac"
1600 sqft,3,House,Unfurnished,Akota Vadodara,"₹
78 Lac"
1110 sqft,2,House,Semi-Furnished,Waghodia Road Vadodara,"₹
48 Lac"
750 sqft,2,N/A,Semi-Furnished,Saiyed Vasna Vadodara,"₹
22 Lac"
750 sqft,1,Apartment,Unfurnished,Manjusar Vadodara,"₹
14.5 Lac"
850 sqft,2,N/A,Unfurnished,Laxmipura Vadodara,"₹
27 Lac"
1250 sqft,4,Apartment,N/A,"Akshat Flats, Anandvan Society, New Sama Vadodara","₹
45 Lac"
1250 sqft,2,Apartment,Unfurnished,Soma Talav Vadodara,"₹
37 Lac"
1650 sqft,4,Apartment,Unfurnished,Akota Vadodara,"₹
1.25 Cr"
1157 sqft,3,House,Furnished,Shrikunj Bunglows Vadodara,"₹
95 Lac"
958 sqft,3,N/A,Unfurnished,Atladara Vadodara,"₹
38 Lac"
1800 sqft,4,House,Unfurnished,Padra Vadodara,"₹
1.55 Cr"
1800 sqft,2,House,Semi-Furnished,Ajwa Road Vadodara,"₹
39 Lac"
155 sqyrd,2,Apartment,Furnished,Bhayli Vadodara,"₹
40 Lac"
600 sqft,3,House,Unfurnished,Wadi Vadodara,"₹
30 Lac"
950 sqft,2,Apartment,Unfurnished,Anand van complex Subhanpura vadodara Vadodara,"₹
25 Lac"
1000 sqft,2,Apartment,Furnished,Alkapuri Vadodara,"₹
42 Lac"
756 sqft,3,Apartment,Semi-Furnished,"Earth Acropolis III, Vasna Road Vadodara","₹
35.8 Lac"
800 sqft,2,Apartment,Furnished,"Earth Residency, Atladra Vadodara","₹
32.5 Lac"
1350 sqft,3,N/A,Semi-Furnished,Waghodia Road Vadodara,"₹
45 Lac"
850 sqft,2,Apartment,Furnished,"Yaghnapurush Residency, Harni Vadodara","₹
35 Lac"
715 sqft,2,Apartment,N/A,"Akshar Yogi Residency, Atladra Vadodara","₹
38 Lac"
720 sqft,2,Apartment,Semi-Furnished,"Shridhar Residency, Atladra Vadodara","₹
30 Lac"
750 sqft,2,Villa,Semi-Furnished,Vasna Vadodara,"₹
65 Lac"
750 sqft,2,Apartment,Furnished,"Velani Exotica, Atladra Vadodara","₹
32 Lac"
1050 sqft,3,N/A,Semi-Furnished,Bhayli Vadodara,"₹
40 Lac"
980 sqft,2,House,Unfurnished,Vraj society Vadodara,"₹
63 Lac"
1259 sqft,2,Apartment,Furnished,Manjalpur Vadodara,"₹
38 Lac"
980 sqft,3,Villa,Semi-Furnished,Kendranagar Vadodara,"₹
80 Lac"
1100 sqft,3,Apartment,Furnished,"Dove Deck, Ajwa Road Vadodara","₹
34 Lac"
1190 sqft,2,Apartment,Semi-Furnished,Soma Talav Vadodara,"₹
32 Lac"
1450 sqft,3,Apartment,Furnished,Vasna Road Vadodara,"₹
75 Lac"
510 sqft,1,Apartment,Furnished,Aaradhya square Vadodara,"₹
21 Lac"
750 sqft,2,Apartment,Furnished,Gorwa Vadodara,"₹
30 Lac"
1600 sqft,3,Apartment,Semi-Furnished,"Kanha Gold, Kendranagar Vadodara","₹
48 Lac"
820 sqft,1,House,Semi-Furnished,Gokul dham society Vadodara,"₹
51 Lac"
750 sqft,2,Apartment,Unfurnished,Dashrath Vadodara,"₹
20 Lac"
1100 sqft,3,N/A,Furnished,Atladara Vadodara,"₹
54 Lac"
1496 sqft,1,House,Semi-Furnished,"Dream Residency, Maneja Vadodara","₹
40 Lac"
600 sqft,1,House,Furnished,241 Madhavpark society opp vijaynagar near c k prajapati school Laxmipura road Vadodara Vadodara,"₹
23 Lac"
600 sqft,1,House,Furnished,Laxmipura Road Vadodara,"₹
23 Lac"
1200 sqft,3,Apartment,Unfurnished,Atladra Vadodara,"₹
20 Lac"
1000 sqft,2,N/A,Unfurnished,Harni Vadodara,"₹
42 Lac"
762 sqft,2,Apartment,Unfurnished,"Ace Octave, Kalali Vadodara","₹
22.5 Lac"
1300 sqft,3,Apartment,Unfurnished,"Rajeshwar Planet, Harni Vadodara","₹
50 Lac"
68 sqm,2,Apartment,Furnished,Khodiyar Nagar Vadodara,"₹
50 Lac"
1100 sqft,3,Apartment,N/A,"The Planet 1, Bill Vadodara","₹
24 Lac"
1100 sqft,3,Apartment,Unfurnished,"Radha Krishna Heights, Gotri Vadodara","₹
60 Lac"
625 sqft,2,Villa,Unfurnished,Madhavpura Vadodara,"₹
42 Lac"
650 sqft,2,N/A,Semi-Furnished,Vadsar Vadodara,"₹
24 Lac"
1100 sqft,3,Apartment,Furnished,Manjalpur Vadodara,"₹
68 Lac"
1017 sqft,4,House,Unfurnished,Tarsali Vadodara,"₹
61 Lac"
800 sqft,2,House,Semi-Furnished,Sundarpura Vadodara,"₹
35 Lac"
1148 sqft,2,Apartment,Unfurnished,Waghodia Road Vadodara,"₹
28 Lac"
550 sqft,1,House,Unfurnished,Khatamba Vadodara,"₹
16.2 Lac"
1600 sqft,3,House,Semi-Furnished,Khatamba Vadodara,"₹
41.1 Lac"
700 sqft,1,House,Unfurnished,Khatamba Vadodara,"₹
18 Lac"
1250 sqft,3,House,Semi-Furnished,Khatamba Vadodara,"₹
32.1 Lac"
1700 sqft,3,House,Furnished,Nani Bapod Vadodara,"₹
43.7 Lac"
850 sqft,2,Apartment,Unfurnished,Nani Bapod Vadodara,"₹
22 Lac"
680 sqft,3,House,Unfurnished,Amodar Vadodara,"₹
17.5 Lac"
1350 sqft,3,Villa,Unfurnished,Ankhol Vadodara,"₹
52.8 Lac"
1500 sqft,5,House,Unfurnished,Shaktipark Society Karodiya Vadodara,"₹
65 Lac"
600 sqft,1,House,Unfurnished,Ankhol Vadodara,"₹
15.4 Lac"
790 sqft,3,House,Unfurnished,Ankhol Vadodara,"₹
20.3 Lac"
750 sqft,2,Apartment,Unfurnished,"Revanta Centrum, Makar Pura Vadodara","₹
30 Lac"
1800 sqft,4,Apartment,Unfurnished,Karelibaug Vadodara,"₹
1.20 Cr"
1000 sqft,2,Apartment,Furnished,"Giriraj Green, Ajwa Road Vadodara","₹
34 Lac"
1542 sqft,3,Villa,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
1.75 Cr"
1324 sqft,3,N/A,Unfurnished,Akota Vadodara,"₹
95 Lac"
1435 sqft,3,Apartment,Unfurnished,"Krishna Skyvillas, Harni Vadodara","₹
95 Lac"
450 sqft,1,Apartment,Semi-Furnished,Manjalpur Vadodara,"₹
20 Lac"
